stock_symbol,stock_name,stock_industry,stock_market_cap,stock_risk_level,opinion
INTEGFD,Integrated Proteins Ltd,Consumer Staples,Smallcap,Low Risk,bad
INTEGRA,Integra Garments and Textiles Ltd,Consumer Discretionary,Smallcap,High Risk,bad
INTEGRAEN,Integra Engineering India Ltd,Industrials,Smallcap,Moderate Risk,bad
INTELLADV,Intellivate Capital Advisors Ltd,Industrials,Smallcap,Moderate Risk,bad
INTELLECT,Intellect Design Arena Ltd,Information Technology,Smallcap,Moderate Risk,bad
INTELSOFT,Integra Telecommunication and Software Ltd,Information Technology,Smallcap,Moderate Risk,bad
INTENTECH,Intense Technologies Ltd,Information Technology,Smallcap,High Risk,bad
INTLCOMBQ,International Combustion (India) Ltd,Industrials,Smallcap,Moderate Risk,bad
INTLCONV,International Conveyors Ltd,Industrials,Smallcap,Moderate Risk,bad
INTRGLB,Inter Globe Finance Ltd,Financials,Smallcap,Moderate Risk,bad
INTSTOIL,Interstate Oil Carrier Ltd,Industrials,Smallcap,Moderate Risk,bad
INVENTURE,Inventure Growth & Securities Ltd,Financials,Smallcap,Moderate Risk,bad
INVPRECQ,Investment & Precision Castings Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
IOB,Indian Overseas Bank,Financials,Midcap,High Risk,bad
IOLCP,IOL Chemicals and Pharmaceuticals Ltd,Materials,Smallcap,Moderate Risk,bad
IONEXCHANG,Ion Exchange (India) Ltd,Utilities,Smallcap,Moderate Risk,bad
IPRINGLTD,IP Rings Ltd,Consumer Discretionary,Smallcap,High Risk,bad
IRFC,Indian Railway Finance Corp Ltd,Financials,Midcap,Low Risk,bad
IRIS,IRIS Business Services Ltd,Information Technology,Smallcap,High Risk,bad
IRISDOREME,Iris Clothings Ltd,Consumer Discretionary,Smallcap,High Risk,bad
IRONWOOD,Ironwood Education Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
ISFL,ISF Ltd,Financials,Smallcap,Moderate Risk,bad
ISFT,Intrasoft Technologies Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
ISHANCH,Ishan Dyes and Chemicals Ltd,Materials,Smallcap,Moderate Risk,bad
ISHITADR,Ishita Drugs and Industries Ltd,Health Care,Smallcap,High Risk,bad
ISLCONSUL,Isl Consulting Ltd,Financials,Smallcap,Moderate Risk,bad
ISMTLTD,ISMT Ltd,Materials,Smallcap,High Risk,bad
ISTLTD,IST Ltd,Industrials,Smallcap,Moderate Risk,bad
ISTRNETWK,iStreet Network Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
ISWL,India Steel Works Ltd,Materials,Smallcap,Moderate Risk,bad
ITDC,India Tourism Development Corp Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
ITDCEM,ITD Cementation India Ltd,Industrials,Smallcap,High Risk,bad
ITHL,International Travel House Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
ITI,ITI Ltd,Communication Services,Smallcap,Moderate Risk,bad
ITL,ITL Industries Ltd,Industrials,Smallcap,High Risk,bad
IVC,IL & FS Investment Managers Ltd,Financials,Smallcap,Moderate Risk,bad
IVP,IVP Ltd,Materials,Smallcap,Moderate Risk,bad
IWP,Indian Wood Products Co Ltd,Materials,Smallcap,Moderate Risk,bad
IYKOTHITE,Iykot Hitech Toolroom,Industrials,Smallcap,Moderate Risk,bad
IZMO,Izmo Ltd,Information Technology,Smallcap,Moderate Risk,bad
J&KBANK,Jammu and Kashmir Bank Ltd,Financials,Smallcap,High Risk,bad
JAGAJITIND,Jagatjit Industries Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
JAGJANANI,Jagjanani Textiles Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
JAGRAN,Jagran Prakashan Ltd,Communication Services,Smallcap,Low Risk,bad
JAGSNPHARM,Jagson Pal Pharmaceuticals Ltd,Health Care,Smallcap,High Risk,bad
JAGSONFI,Jagsonpal Finance and Leasing Ltd,Financials,Smallcap,Low Risk,bad
JAIBALAJI,Jai Balaji Industries Ltd,Materials,Smallcap,Moderate Risk,bad
JAICORPLTD,Jai Corp Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
JAIHINDPRO,Jaihind Projects Ltd,Industrials,Smallcap,Moderate Risk,bad
JAIHINDS,Jaihind Synthetics Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
JAINCO,Jainco Projects (India) Ltd,Financials,Smallcap,Low Risk,bad
JAINMARMO,Jain Marmo Industries Ltd,Industrials,Smallcap,Low Risk,bad
JAINSTUDIO,Jain Studios Ltd,Communication Services,Smallcap,Moderate Risk,bad
JAIPAN,Jaipan Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
JAKHARIA,Jakharia Fabric Ltd,Consumer Discretionary,Smallcap,High Risk,bad
JALAN,Jalan Transolutions (India) Ltd,Industrials,Smallcap,Moderate Risk,bad
JAMESWARREN,James Warren Tea Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
JAMNAAUTO,Jamna Auto Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
JASCH,Jasch Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
JASH,Jash Engineering Ltd,Industrials,Smallcap,Moderate Risk,bad
JATALIA,Jatalia Global Ventures Ltd,Information Technology,Smallcap,Moderate Risk,bad
JATTAINDUS,Jattashankar Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
JAUSPOL,Jauss Polymers Ltd,Materials,Smallcap,Moderate Risk,bad
JAYAGROGN,Jayant Agro-Organics Ltd,Materials,Smallcap,Moderate Risk,bad
JAYATMA,Jayatma Enterprises Ltd,Industrials,Smallcap,Low Risk,bad
JAYBARMARU,Jay Bharat Maruti Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
JAYBHCR,Jayabharat Credit Ltd,Financials,Smallcap,Moderate Risk,bad
JAYIND,Jayatma Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
JAYKAY,Jaykay Enterprises Ltd,Financials,Smallcap,High Risk,bad
JAYNECOIND,Jayaswal Neco Industries Ltd,Materials,Smallcap,Moderate Risk,bad
JAYSREETEA,Jay Shree Tea and Industries Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
JAYSYN,Jaysynth Dyestuff India Ltd,Materials,Smallcap,High Risk,bad
JAYUSH,Jay Ushin Ltd,Consumer Discretionary,Smallcap,High Risk,bad
JBFIND,JBF Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
JBMA,JBM Auto Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
JCTLTD,JCT Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
JDORGOCHEM,JD Orgochem Ltd,Materials,Smallcap,Moderate Risk,bad
JENBURPH,Jenburkt Pharmaceuticals Ltd,Health Care,Smallcap,Moderate Risk,bad
JETAIRWAYS,Jet Airways (India) Ltd,Industrials,Smallcap,High Risk,bad
JETFREIGHT,Jet Freight Logistics Ltd,Industrials,Smallcap,Moderate Risk,bad
JETKINGQ,Jetking Infotrain Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
JETKNIT,Jet Knitwears Ltd,Consumer Discretionary,Smallcap,High Risk,bad
JHACC,Jhaveri Credits and Capital Ltd,Financials,Smallcap,Low Risk,bad
JHS,JHS Svendgaard Laboratories Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
JIGAR,Jigar Cables Ltd,Industrials,Smallcap,High Risk,bad
JIKIND,Jik Industries Ltd,Consumer Discretionary,Smallcap,High Risk,bad
JINAAM,Jinaams Dress Ltd,Consumer Discretionary,Smallcap,High Risk,bad
JINDALPHOT,Jindal Photo Ltd,Information Technology,Smallcap,High Risk,bad
JINDALPOLY,Jindal Poly Films Ltd,Materials,Smallcap,Moderate Risk,bad
JINDALSAW,Jindal SAW Ltd,Industrials,Smallcap,Moderate Risk,bad
JINDCAP,Jindal Capital Ltd,Financials,Smallcap,High Risk,bad
JINDCOT,Jindal Cotex Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
JINDHOT,Jindal Hotels Ltd,Consumer Discretionary,Smallcap,High Risk,bad
JINDRILL,Jindal Drilling and Industries Ltd,Energy,Smallcap,Moderate Risk,bad
JINDWORLD,Jindal Worldwide Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
JISLDVREQS,Jain Irrigation Systems Ltd - DVR,Industrials,Smallcap,Moderate Risk,bad
JISLJALEQS,Jain Irrigation Systems Ltd,Industrials,Smallcap,Moderate Risk,bad
JITFINFRA,JITF Infralogistics Ltd,Industrials,Smallcap,Moderate Risk,bad
JIYAECO,Jiya Eco-Products Ltd,Utilities,Smallcap,Moderate Risk,bad
JJFINCOR,J J Finance Corporation Ltd,Financials,Smallcap,Low Risk,bad
JK AGRI,JK Agri Genetics Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
JKTYRE,JK Tyre & Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
JLL,Jindal Leasefin Ltd,Financials,Smallcap,Moderate Risk,bad
JLMORI,J L Morison (India) Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
JMA,Jullundur Motor Agency (Delhi) Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
JMGCORP,JMG Corp Ltd,Information Technology,Smallcap,Moderate Risk,bad
JMTAUTOLTD,JMT Auto Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
JOCIL,Jocil Ltd,Materials,Smallcap,Moderate Risk,bad
JOINDRE,Joindre Capital Services Ltd,Financials,Smallcap,Moderate Risk,bad
JOINTECAED,JOINTECA Education Solutions Ltd,Information Technology,Smallcap,Low Risk,bad
JOONKTOLL,Joonktollee Tea & Industries Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
JOSTS,Josts Engineering Company Ltd,Industrials,Smallcap,High Risk,bad
JOYREALTY,Joy Realty Ltd,Real Estate,Smallcap,Low Risk,bad
JPASSOCIAT,Jaiprakash Associates Ltd,Industrials,Smallcap,High Risk,bad
JPINFRATEC,Jaypee Infratech Ltd,Industrials,Smallcap,High Risk,bad
JPOLYINVST,Jindal Poly Investment and Finance Company Ltd,Financials,Smallcap,Moderate Risk,bad
JPPOWER,Jaiprakash Power Ventures Ltd,Utilities,Smallcap,High Risk,bad
JPTSEC,Jpt Securities Ltd,Financials,Smallcap,Moderate Risk,bad
JRFOODS,J.R.Foods Ltd,Consumer Staples,Smallcap,High Risk,bad
JSTL,Jeevan Scientific Technology Ltd,Health Care,Smallcap,Moderate Risk,bad
JSWENERGY,JSW Energy Ltd,Utilities,Midcap,Moderate Risk,bad
JSWHL,JSW Holdings Ltd,Financials,Smallcap,Moderate Risk,bad
JSWISPL,JSW Ispat Special Products Ltd,Materials,Smallcap,Moderate Risk,bad
JSWSTEEL,JSW Steel Ltd,Materials,Largecap,Low Risk,bad
JTLINFRA,JTL Infra Ltd,Materials,Smallcap,Moderate Risk,bad
JUBLINDS,Jubilant Industries Ltd,Consumer Staples,Smallcap,High Risk,bad
JUBLINGREA,Jubilant Ingrevia Ltd,Health Care,Smallcap,High Risk,bad
JUMBO,Jumbo Bag Ltd,Materials,Smallcap,High Risk,bad
JUMPNET,Jump Networks Ltd,Communication Services,Smallcap,Moderate Risk,bad
JUPITERIN,Jupiter Infomedia Ltd,Communication Services,Smallcap,Moderate Risk,bad
JUSTDIAL,Just Dial Ltd,Communication Services,Smallcap,High Risk,bad
JYOTI,Jyoti Ltd,Industrials,Smallcap,Moderate Risk,bad
JYOTIRES,Jyoti Resins and Adhesives Ltd,Materials,Smallcap,High Risk,bad
JYOTISTRUC,Jyoti Structures Ltd,Utilities,Smallcap,Moderate Risk,bad
KABRADG,Kabra Drugs Ltd,Health Care,Smallcap,Low Risk,bad
KABRAEXTRU,Kabra Extrusion Technik Ltd,Industrials,Smallcap,High Risk,bad
KABSON,Kabsons Industries Ltd,Utilities,Smallcap,Moderate Risk,bad
KAIRA,Kaira Can Co Ltd,Materials,Smallcap,Moderate Risk,bad
KAJARIR,K I C Metaliks Ltd,Materials,Smallcap,High Risk,bad
KAKATCEM,Kakatiya Cement Sugar and Industries Ltd,Materials,Smallcap,Moderate Risk,bad
KAKTEX,Kakatiya Textiles Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
KALLAM,Kallam Textiles Ltd,Consumer Discretionary,Smallcap,High Risk,bad
KALYANI,Kalyani Commercials Ltd,Financials,Smallcap,High Risk,bad
KALYANIFRG,Kalyani Forge Ltd,Materials,Smallcap,Moderate Risk,bad
KALYANKJIL,Kalyan Jewellers India Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
KAMADGIRI,Kamadgiri Fashion Ltd,Consumer Discretionary,Smallcap,High Risk,bad
KAMAHOLD,Kama Holdings Ltd,Industrials,Smallcap,Low Risk,bad
KAMATHOTEL,Kamat Hotels (India) Ltd,Consumer Discretionary,Smallcap,High Risk,bad
KAMDHENU,Kamdhenu Ltd,Materials,Smallcap,High Risk,bad
KAMRLAB,Kamron Laboratories Ltd,Health Care,Smallcap,Low Risk,bad
KANANIIND,Kanani Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
KANCHI,Kanchi Karpooram Ltd,Materials,Smallcap,High Risk,bad
KANCOTEA,Kanco Tea & Industries Ltd,Consumer Staples,Smallcap,High Risk,bad
KANDAGIRI,Kandagiri Spinning Millis Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
KANELIND,Kanel Industries Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
KANORICHEM,Kanoria Chemicals and Industries Ltd,Materials,Smallcap,Moderate Risk,bad
KANPRPLA,Kanpur Plastipack Ltd,Materials,Smallcap,High Risk,bad
KANSAFB,Kansal Fibres Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
KANSAINER,Kansai Nerolac Paints Ltd,Materials,Midcap,Low Risk,bad
KANSHST,Kanishk Steel Industries Ltd,Materials,Smallcap,Moderate Risk,bad
KAPILCO,Kapil Cotex Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
KAPSTON,Kapston Facilities Management Ltd,Industrials,Smallcap,Moderate Risk,bad
KARDA,Karda Constructions Ltd,Real Estate,Smallcap,Moderate Risk,bad
KARMAENG,Karma Energy Ltd,Utilities,Smallcap,High Risk,bad
KARNAVATI,Karnavati Finance Ltd,Financials,Smallcap,High Risk,bad
KARTKIN,Kartik Investments Trust Ltd,Financials,Smallcap,Moderate Risk,bad
KATRSPG,Katare Spinning Mills Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
KAUSHALYA,Kaushalya Infrastructure Development Corporation Ltd,Industrials,Smallcap,High Risk,bad
KAVVERITEL,Kavveri Telecom Products Ltd,Information Technology,Smallcap,Low Risk,bad
KAYA,Kaya Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
KAYCEEI,Kaycee Industries Ltd,Industrials,Smallcap,Moderate Risk,bad
KAYPOWR,Kay Power and Paper Ltd,Materials,Smallcap,Low Risk,bad
KBSINDIA,KBS India Ltd,Financials,Smallcap,Low Risk,bad
KCDGROUP,KCD Industries India Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
KCL,Kabra Commercial Ltd,Industrials,Smallcap,Low Risk,bad
KCLINFRA,Kcl Infra Projects Ltd,Industrials,Smallcap,Moderate Risk,bad
KCP,KCP Ltd,Materials,Smallcap,Moderate Risk,bad
KCPSUGIND,KCP Sugar and Industries Corp Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
KCSL,Karnimata Cold Storage Ltd,Industrials,Smallcap,Low Risk,bad
KDLL,KD Leisures Ltd,Financials,Smallcap,Moderate Risk,bad
KDML,Khemani Distributors & Marketing Ltd,Industrials,Smallcap,High Risk,bad
KECL,Kirloskar Electric Company Ltd,Industrials,Smallcap,Moderate Risk,bad
KEERTHI,Keerthi Industries Ltd,Materials,Smallcap,Moderate Risk,bad
KEERTI,Keerti Knowledge and Skills Ltd,Consumer Discretionary,Smallcap,High Risk,bad
KEL,Kotia Enterprises Ltd,Industrials,Smallcap,Low Risk,bad
KELENRG,Keltech Energies Ltd,Materials,Smallcap,Moderate Risk,bad
KELLTONTEC,Kellton Tech Solutions Ltd,Information Technology,Smallcap,Moderate Risk,bad
KEMISTAR,Kemistar Corporation Ltd,Materials,Smallcap,Low Risk,bad
KEMP,Kemp and Company Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
KENNAMET,Kennametal India Ltd,Industrials,Smallcap,Moderate Risk,bad
KERALAYUR,Kerala Ayurveda Ltd,Health Care,Smallcap,Moderate Risk,bad
KERNEX,Kernex Microsystems (India) Ltd,Information Technology,Smallcap,Moderate Risk,bad
KESARENT,Kesar Enterprises Ltd,Consumer Staples,Smallcap,High Risk,bad
KESARPE,Kesar Petroproducts Ltd,Materials,Smallcap,Moderate Risk,bad
KESORAMIND,Kesoram Industries Ltd,Consumer Discretionary,Smallcap,High Risk,bad
KEYFINSERV,Keynote Financial Services Ltd,Financials,Smallcap,High Risk,bad
KFBL,Kothari Fermentation and Biochem Ltd,Consumer Staples,Smallcap,High Risk,bad
KGDENIM,K G Denim Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
KGL,Karuturi Global Ltd,Consumer Staples,Smallcap,High Risk,bad
KGPETRO,K G Petro Chem Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
KHAICHEM,Khaitan Chemicals and Fertilizers Ltd,Materials,Smallcap,High Risk,bad
KHAITANLTD,Khaitan (India) Ltd,Consumer Staples,Smallcap,Low Risk,bad
KHANDSE,Khandwala Securities Ltd,Financials,Smallcap,High Risk,bad
KHFM,KHFM Hospitality and Facility Managementservices Ltd,Industrials,Smallcap,High Risk,bad
KHODAY,Khoday India Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
KHOOBSURAT,Khoobsurat Ltd,Financials,Smallcap,Moderate Risk,bad
KHYATI,Khyati Multimedia Entertainment Ltd,Information Technology,Smallcap,Low Risk,bad
KICL,Kalyani Investment Company Ltd,Financials,Smallcap,Low Risk,bad
KIDUJA,Kiduja India Ltd,Financials,Smallcap,Low Risk,bad
KIFS,KIFS Financial Services Ltd,Financials,Smallcap,High Risk,bad
KILITCH,Kilitch Drugs (India) Ltd,Health Care,Smallcap,Moderate Risk,bad
KILPEST,Kilpest India Ltd,Materials,Smallcap,Moderate Risk,bad
KIMIABL,Kimia Biosciences Ltd,Health Care,Smallcap,Moderate Risk,bad
KINETICENG,Kinetic Engineering Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
KINETRU,Kinetic Trust Ltd,Financials,Smallcap,Low Risk,bad
KINGFA,Kingfa Science and Technology (India) Ltd,Materials,Smallcap,Moderate Risk,bad
KINGSINFR,Kings Infra Ventures Ltd,Real Estate,Smallcap,Low Risk,bad
KIOCL,KIOCL Ltd,Materials,Smallcap,Moderate Risk,bad
KIRANPR,Kiran Print Pack Ltd,Industrials,Smallcap,Moderate Risk,bad
KIRANVYPAR,Kiran Vyapar Ltd,Financials,Smallcap,Moderate Risk,bad
KIRIINDUS,Kiri Industries Ltd,Materials,Smallcap,Moderate Risk,bad
KIRLFER,Kirloskar Ferrous Industries Ltd,Materials,Smallcap,Moderate Risk,bad
KIRLOSBROS,Kirloskar Brothers Ltd,Industrials,Smallcap,Moderate Risk,bad
KIRLOSIND,Kirloskar Industries Ltd,Financials,Smallcap,Moderate Risk,bad
KISAN,Kisan Mouldings Ltd,Industrials,Smallcap,Moderate Risk,bad
KITEX,Kitex Garments Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
KKALPANAIND,Kkalpana Industries (India) Ltd,Materials,Smallcap,Moderate Risk,bad
KKCL,Kewal Kiran Clothing Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
KKVAPOW,KKV Agro Powers Limited,Utilities,Smallcap,Moderate Risk,bad
KLBRENG-B,Kilburn Engineering Ltd,Industrials,Smallcap,High Risk,bad
KLGCAP,Klg Capital Services Ltd,Financials,Smallcap,High Risk,bad
KLRFM,Kovilpatti Lakshmi Roller Flour Mills Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
KMCSHIL,KMC Speciality Hospitals India Ltd,Health Care,Smallcap,Moderate Risk,bad
KMFBLDR,KMF Builders and Developers Ltd,Real Estate,Smallcap,High Risk,bad
KMGMILK,KMG Milk Food Ltd,Consumer Staples,Smallcap,Low Risk,bad
KMSUGAR,K M Sugar Mills Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
KOCL,Kome-on Communication Ltd,Communication Services,Smallcap,Low Risk,bad
KOHINOOR,Kohinoor Foods Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
KOKUYOCMLN,Kokuyo Camlin Ltd,Industrials,Smallcap,Moderate Risk,bad
KONNDOR,Konndor Industries Ltd,Industrials,Smallcap,Moderate Risk,bad
KOPRAN,Kopran Ltd,Health Care,Smallcap,Moderate Risk,bad
KORE,Kore Foods Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
KOTAKBANK,Kotak Mahindra Bank Ltd,Financials,Largecap,Low Risk,bad
KOTARISUG,Kothari Sugars and Chemicals Ltd,Consumer Staples,Smallcap,High Risk,bad
KOTHARIPET,Kothari Petrochemicals Ltd,Materials,Smallcap,Moderate Risk,bad
KOTHARIPRO,Kothari Products Ltd,Industrials,Smallcap,High Risk,bad
KOVAI,Kovai Medical Center and Hospital Ltd,Health Care,Smallcap,Moderate Risk,bad
KPEL,KP ENERGY Ltd,Utilities,Smallcap,Moderate Risk,bad
KPIGLOBAL,KPI Global Infrastructure Ltd,Utilities,Smallcap,High Risk,bad
KPL,Kwality Pharmaceuticals Ltd,Health Care,Smallcap,High Risk,bad
KPT,KPT Industries Ltd,Industrials,Smallcap,Moderate Risk,bad
KRANTI,Kranti Industries Ltd,Consumer Discretionary,Smallcap,High Risk,bad
KRBL,KRBL Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
KREBSBIO,Krebs Biochemicals and Industries Ltd,Health Care,Smallcap,High Risk,bad
KRIDHANINF,Kridhan Infra Ltd,Materials,Smallcap,Moderate Risk,bad
KRIFILIND,Krishna Filament Industries Ltd,Materials,Smallcap,Low Risk,bad
KRISHANA,Krishana Phoschem Ltd,Materials,Smallcap,Moderate Risk,bad
KRISHNA,Krishna Ventures Ltd,Real Estate,Smallcap,High Risk,bad
KRISHNACAP,Krishna Capital and Securities Ltd,Financials,Smallcap,Moderate Risk,bad
KRITIIND,Kriti Industries (India) Limited,Industrials,Smallcap,High Risk,bad
KRITIKA,Kritika Wires Ltd,Materials,Smallcap,Low Risk,bad
KRITINUT,Kriti Nutrients Ltd,Consumer Staples,Smallcap,High Risk,bad
KRRAIL,K&R Rail Engineering Ltd,Industrials,Smallcap,Moderate Risk,bad
KRYPTONQ,Krypton Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
KSE,KSE Ltd,Consumer Staples,Smallcap,Low Risk,bad
KSERASERA,KSS Ltd,Communication Services,Smallcap,High Risk,bad
KSHITIJPOL,Kshitij Polyline Ltd,Industrials,Smallcap,High Risk,bad
KSK,KSK Energy Ventures Ltd,Utilities,Smallcap,High Risk,bad
KSL,Kalyani Steels Ltd,Materials,Smallcap,Moderate Risk,bad
KSOLVES,Ksolves India Ltd,Information Technology,Smallcap,High Risk,bad
KTIL,Kesar Terminals & Infrastructure Ltd,Energy,Smallcap,Moderate Risk,bad
KUANTUM,Kuantum Papers Ltd,Materials,Smallcap,High Risk,bad
KUBERJI,Kuber Udyog Ltd,Materials,Smallcap,Low Risk,bad
KUNSTOFF,Kunststofe Industries Ltd,Industrials,Smallcap,Moderate Risk,bad
KUSHAL,Kushal Ltd,Industrials,Smallcap,Moderate Risk,bad
KUSHIND,Kush Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
KUWERIN,Kuwer Industries Ltd,Materials,Smallcap,High Risk,bad
KWALITY,Kwality Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
KZLFIN,K Z Leasing and Finance Ltd,Financials,Smallcap,Moderate Risk,bad
LACTOSE,Lactose India Ltd,Health Care,Smallcap,High Risk,bad
LADDERUP,Ladderup Finance Ltd,Financials,Smallcap,High Risk,bad
LAGNAM,Lagnam Spintex Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
LAHL,Ladam Affordable Housing Ltd,Real Estate,Smallcap,Moderate Risk,bad
LAHOTIOV,Lahoti Overseas Ltd,Consumer Discretionary,Smallcap,High Risk,bad
LAKPRE,Lakshmi Precision Screws Ltd,Industrials,Smallcap,Moderate Risk,bad
LAKSELEC,Lakshmi Electrical Control Systems Ltd,Industrials,Smallcap,Moderate Risk,bad
LAKSHMIMIL,Lakshmi Mills Company Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad
LALPATHLAB,Dr. Lal PathLabs Ltd,Health Care,Midcap,Low Risk,bad
LAMBODHARA,Lambodhara Textiles Ltd,Consumer Discretionary,Smallcap,High Risk,bad
LANCER,Lancer Container Lines Ltd,Industrials,Smallcap,High Risk,bad
LANCORHOL,Lancor Holdings Ltd,Real Estate,Smallcap,High Risk,bad
LASA,Lasa Supergenerics Ltd,Health Care,Smallcap,Moderate Risk,bad
LATTEYS,Latteys Industries Ltd,Industrials,Smallcap,High Risk,bad
LAURUSLABS,Laurus Labs Ltd,Health Care,Midcap,Moderate Risk,bad
LAXMICOT,Laxmi Cotspin Ltd,Consumer Discretionary,Smallcap,High Risk,bad
LAXMIPATI,Laxmipati Engineering Works Ltd,Industrials,Smallcap,High Risk,bad
LCCINFOTEC,LCC Infotech Ltd,Consumer Discretionary,Smallcap,Low Risk,bad
LEADFIN,Lead Financial Services Ltd,Financials,Smallcap,Low Risk,bad
LEDOTEA,Ledo Tea Co Ltd,Consumer Staples,Smallcap,Moderate Risk,bad
LEENEE,Lee & Nee Softwares (Exports) Ltd,Information Technology,Smallcap,High Risk,bad
