stock_symbol,stock_name,stock_industry,stock_market_cap,stock_risk_level,opinion,stock_ticker_url
GNA,GNA Axles Ltd,Consumer Discretionary,Smallcap,Moderate Risk,good,https://www.tickertape.in/stocks/gna-axles-GNAA?checklist=basic
GOCLCORP,GOCL Corp Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gocl-corp-GOCL?checklist=basic
GULFPETRO,GP Petroleums Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gp-petroleums-GPPE?checklist=basic
GPTINFRA,GPT Infraprojects Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/gpt-infraprojects-GPTI?checklist=basic
GRMOVER,GRM Overseas Ltd,Consumer Staples,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/grm-overseas-GRM?checklist=basic
GRPLTD,GRP Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/grp-GRPI?checklist=basic
GSBFIN,GSB Finance Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gsb-finance-GSB?checklist=basic
GSLSEC,GSL Securities Ltd,Financials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/gsl-securities-GSLS?checklist=basic
GSS,GSS Infotech Ltd,Information Technology,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/gss-infotech-GSSI?checklist=basic
GTLINFRA,GTL Infrastructure Ltd,Communication Services,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/gtl-infrastructure-GTLI?checklist=basic
GTL,GTL Ltd,Communication Services,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gtl-GTL?checklist=basic
GTNIND,GTN Industries Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gtn-industries-GTN?checklist=basic
GTNTEX,GTN Textiles Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gtn-textiles-GTNT?checklist=basic
GTPL,GTPL Hathway Ltd,Communication Services,Smallcap,High Risk,good,https://www.tickertape.in/stocks/gtpl-hathway-GTPH?checklist=basic
GTV,GTV Engineering Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gtv-engineering-GTV?checklist=basic
GVFILM,GV Films Ltd,Communication Services,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/g-v-films-GVF?checklist=basic
GVKPIL,GVK Power & Infrastructure Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gvk-power-and-infrastructure-GVKP?checklist=basic
GABRIEL,Gabriel India Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gabriel-india-GABR?checklist=basic
ZGAEKWAR,Gaekwar Mills Ltd,N/A,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/gaekwar-mills-ZGA?checklist=basic
GAGAN,Gagan Gases Ltd,Energy,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gagan-gases-GAGA?checklist=basic
GAGANPO,Gagan Polycot India Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gagan-polycot-india-GAG?checklist=basic
GAJANANSEC,Gajanan Securities Services Ltd,Financials,nocap,Low Risk,bad,https://www.tickertape.in/stocks/gajanan-securities-services-GAJ?checklist=basic
GAJRA,Gajra Bevel Gears Ltd,N/A,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gajra-bevel-gears-GAJR?checklist=basic
GGPL,Gala Global Products Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gala-global-products-GGP?checklist=basic
GALACTICO,Galactico Corporate Services Ltd,Financials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/galactico-corporate-services-GAL?checklist=basic
GALADAFIN,Galada Finance Ltd,Financials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/galada-finance-GALAD?checklist=basic
GALADA,Galada Power and Telecommunication Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/galada-power-and-telecommunication-GALP?checklist=basic
GALAGEX,Galaxy Agrico Exports Ltd,Industrials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/galaxy-agrico-exports-GALA?checklist=basic
GALXBRG,Galaxy Bearings Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/galaxy-bearings-GALXB?checklist=basic
GCKL,Galaxy Cloud Kitchens Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/galaxy-cloud-kitchens-GCK?checklist=basic
GALAXYSURF,Galaxy Surfactants Ltd,Materials,Smallcap,Low Risk,good,https://www.tickertape.in/stocks/galaxy-surfactants-GALX?checklist=basic
GALLISPAT,Gallantt Ispat Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/gallantt-ispat-GLIL?checklist=basic
GALLANTT,Gallantt Metal Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gallantt-metal-GALM?checklist=basic
GALLOPENT,Gallops Enterprise Ltd,N/A,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/gallops-enterprise-GALL?checklist=basic
GAMMNINFRA,Gammon Infrastructure Projects Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/gammon-infrastructure-projects-GAIN?checklist=basic
GANDHITUBE,Gandhi Special Tubes Ltd,Consumer Discretionary,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/gandhi-special-tubes-GDTB?checklist=basic
GANESHBE,Ganesh Benzoplast Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/ganesh-benzoplast-GANES?checklist=basic
GFIL,Ganesh Films India Ltd,Communication Services,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/ganesh-films-india-GFI?checklist=basic
GANHOLD,Ganesh Holdings Ltd,Financials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/ganesh-holdings-GANH?checklist=basic
GANESHHOUC,Ganesh Housing Corp Ltd,Real Estate,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/ganesh-housing-corp-GHFC?checklist=basic
GANECOS,Ganesha Ecosphere Ltd,Consumer Discretionary,Smallcap,Moderate Risk,good,https://www.tickertape.in/stocks/ganesha-ecosphere-GANS?checklist=basic
GANGAFORGE,Ganga Forging Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/ganga-forging-GANF?checklist=basic
GANGAPA,Ganga Papers India Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/ganga-papers-india-GAN?checklist=basic
GANGAPHARM,Ganga Pharmaceuticals Ltd,Health Care,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/ganga-pharmaceuticals-GANGA?checklist=basic
GANGESSECU,Ganges Securities Ltd,Financials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/ganges-securities-GNGE?checklist=basic
GANGOTRI,Gangotri Textiles Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/gangotri-textiles-GANG?checklist=basic
GANONPRO,Ganon Products Ltd,N/A,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/ganon-products-GANO?checklist=basic
GARBIFIN,Garbi Finvest Ltd,N/A,nocap,Low Risk,bad,https://www.tickertape.in/stocks/garbi-finvest-GARB?checklist=basic
GRSE,Garden Reach Shipbuilders & Engineers Ltd,Industrials,Smallcap,Moderate Risk,good,https://www.tickertape.in/stocks/garden-reach-shipbuilders-and-engineers-GRSE?checklist=basic
GARDENSILK,Garden Silk Mills Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/garden-silk-mills-GARD?checklist=basic
GARGFUR,Garg Furnace Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/garg-furnace-GARG?checklist=basic
GARMNTMNTR,Garment Mantra Lifestyle Ltd,N/A,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/garment-mantra-lifestyle-GAR?checklist=basic
GARNET,Garnet Construction Ltd,N/A,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/garnet-construction-GARNE?checklist=basic
GARNETINT,Garnet International Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/garnet-international-GARN?checklist=basic
GARODCH,Garodia Chemicals Ltd,Materials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/garodia-chemical-GARO?checklist=basic
GARWAMAR,Garware Marine Industries Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/garware-marine-industries-GARWA?checklist=basic
GARWARPOLY,Garware Polyester Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/garware-polyester-GARWR?checklist=basic
GARWSYN,Garware Synthetics Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/garware-synthetics-GARW?checklist=basic
GARFIBRES,Garware Technical Fibres Ltd,Consumer Discretionary,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/garware-technical-fibres-GRWL?checklist=basic
GDL,Gateway Distriparks Ltd,Industrials,Smallcap,Moderate Risk,good,https://www.tickertape.in/stocks/gateway-distriparks-GATE?checklist=basic
GATI,Gati Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gati-GATI?checklist=basic
GEL,Gautam Exim Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/gautam-exim-GEL?checklist=basic
GGL,Gautam Gems Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/gautam-gems-GGL?checklist=basic
GAYATRIBI,Gayatri BioOrganics Ltd,N/A,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/gayatri-bioorganics-GAYA?checklist=basic
GAYAHWS,Gayatri Highways Ltd,Industrials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/gayatri-highways-GYAT?checklist=basic
GAYAPROJ,Gayatri Projects Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gayatri-projects-GAPR?checklist=basic
GAYATRI,Gayatri Sugars Ltd,Consumer Staples,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gayatri-sugars-GAY?checklist=basic
GYTRIPA,Gayatri Tissue and Papers Ltd,Industrials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/gayatri-tissue-and-papers-GYT?checklist=basic
GEPIL,Ge Power India Ltd,Industrials,Smallcap,Moderate Risk,good,https://www.tickertape.in/stocks/ge-power-india-GEPO?checklist=basic
GET&D,Ge T&D India Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/ge-tandd-india-GETD?checklist=basic
GEECEE,GeeCee Ventures Ltd,Real Estate,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/geecee-ventures-GECE?checklist=basic
GEEKAYWIRE,Geekay Wires Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/geekay-wires-GEEK?checklist=basic
GEMSPIN,Gem Spinners India Ltd,Consumer Discretionary,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/gem-spinners-india-GEMS?checklist=basic
GEMINI,Gemini Communication Ltd,Communication Services,nocap,High Risk,bad,https://www.tickertape.in/stocks/gemini-communication-GEMC?checklist=basic
GEMSI,Gemstone Investments Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gemstone-investments-GEM?checklist=basic
GENERAAGRI,Genera Agri Corp Ltd,Consumer Staples,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/genera-agri-corp-GENE?checklist=basic
GICRE,General Insurance Corporation of India,Financials,Midcap,Moderate Risk,good,https://www.tickertape.in/stocks/general-insurance-corporation-of-india-GENA?checklist=basic
GENCON,Generic Engineering Construction and Projects Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/generic-engineering-construction-and-projects-GENC?checklist=basic
GENPHARMA,Generic Pharmasec Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/generic-pharmasec-GENP?checklist=basic
GENESIS,Genesis IBRC India Ltd,N/A,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/genesis-ibrc-india-GENES?checklist=basic
GENESYS,Genesys International Corporation Ltd,Information Technology,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/genesys-international-corporation-GENS?checklist=basic
GENNEX,Gennex Laboratories Ltd,Health Care,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/gennex-laboratories-GENN?checklist=basic
GVBL,Genomic Valley Biotech Ltd,Health Care,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/genomic-valley-biotech-GVB?checklist=basic
GENSOL,Gensol Engineering Ltd,N/A,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/gensol-engineering-GEN?checklist=basic
GENUSPAPER,Genus Paper & Boards Ltd,Materials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/genus-paper-and-boards-GEUS?checklist=basic
GENUSPOWER,Genus Power Infrastructures Ltd,Information Technology,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/genus-power-infrastructures-GEOE?checklist=basic
GENUSPRIME,Genus Prime Infra Ltd,Real Estate,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/genus-prime-infra-GENU?checklist=basic
GEOJITFSL,Geojit Financial Services Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/geojit-financial-services-GEOJ?checklist=basic
GIANLIFE,Gian Life Care Ltd,N/A,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/gian-lifecare-GIA?checklist=basic
GILADAFINS,Gilada Finance and Investments Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gilada-finance-and-investments-GIL?checklist=basic
GILLANDERS,Gillanders Arbuthnot & Co Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gillanders-arbuthnot-and-co-GIAR?checklist=basic
GILLETTE,Gillette India Ltd,Consumer Staples,Midcap,Low Risk,good,https://www.tickertape.in/stocks/gillette-india-GILE?checklist=basic
GINISILK,Gini Silk Mills Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gini-silk-mills-GIN?checklist=basic
GINNIFILA,Ginni Filaments Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/ginni-filaments-GNNI?checklist=basic
GIRDSGA,Girdharilal Sugar and Allied Industries Ltd,Consumer Staples,nocap,Low Risk,bad,https://www.tickertape.in/stocks/girdharilal-sugar-and-allied-industries-GIRD?checklist=basic
GIRIRAJ,Giriraj Civil Developers Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/giriraj-civil-developers-GIRI?checklist=basic
GITARENEW,Gita Renewable Energy Ltd,Utilities,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/gita-renewable-energy-GIT?checklist=basic
GLANCE,Glance Finance Ltd,N/A,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/glance-finance-GLA?checklist=basic
GLAND,Gland Pharma Ltd,Health Care,Largecap,Moderate Risk,good,https://www.tickertape.in/stocks/gland-pharma-GLAN?checklist=basic
GLAXO,GlaxoSmithKline Pharmaceuticals Ltd,Health Care,Midcap,Low Risk,bad,https://www.tickertape.in/stocks/glaxosmithkline-pharmaceuticals-GLAX?checklist=basic
GLENMARK,Glenmark Pharmaceuticals Ltd,Health Care,Midcap,Moderate Risk,bad,https://www.tickertape.in/stocks/glenmark-pharmaceuticals-GLEN?checklist=basic
GLITTEKG,Glittek Granites Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/glittek-granites-GLI?checklist=basic
GLOBALCA,Global Capital Markets Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/global-capital-markets-GLOBA?checklist=basic
GLOBAL,Global Education Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/global-education-GLOL?checklist=basic
GLOBOFFS,Global Offshore Services Ltd,Energy,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/global-offshore-services-GLSH?checklist=basic
GLOBALVECT,Global Vectra Helicorp Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/global-vectra-helicorp-GLVE?checklist=basic
GSTL,Globalspace Technologies Ltd,Information Technology,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/globalspace-technologies-GST?checklist=basic
GLCL,Globe Commercials Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/globe-commercials-GLC?checklist=basic
GICL,Globe International Carriers Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/globe-international-carriers-GLOR?checklist=basic
GLOBE,Globe Textiles (India) Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/globe-textiles-india-GLOX?checklist=basic
GLOBUSCON,Globus Power Generation Ltd,Utilities,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/globus-power-generation-GLOBU?checklist=basic
GLOBUSSPR,Globus Spirits Ltd,Consumer Staples,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/globus-spirits-GLOS?checklist=basic
GLOSTERLTD,Gloster Ltd,Consumer Discretionary,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gloster-GLO?checklist=basic
GOACARBON,Goa Carbon Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/goa-carbon-GOAC?checklist=basic
GOBLIN,Goblin India Ltd,N/A,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/goblin-india-GOB?checklist=basic
GODAVARI,Godavari Drugs Ltd,Health Care,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/godavari-drugs-GOD?checklist=basic
GPIL,Godawari Power and Ispat Ltd,Materials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/godawari-power-and-ispat-GDPI?checklist=basic
GODFRYPHLP,Godfrey Phillips India Ltd,Consumer Staples,Smallcap,Low Risk,good,https://www.tickertape.in/stocks/godfrey-phillips-india-GDFR?checklist=basic
GODHA,Godha Cabcon & Insulation Ltd,Industrials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/godha-cabcon-and-insulation-GODH?checklist=basic
GODREJAGRO,Godrej Agrovet Ltd,Consumer Staples,Smallcap,Low Risk,good,https://www.tickertape.in/stocks/godrej-agrovet-GODE?checklist=basic
GODREJCP,Godrej Consumer Products Ltd,Consumer Staples,Largecap,Low Risk,good,https://www.tickertape.in/stocks/godrej-consumer-products-GOCP?checklist=basic
GODREJIND,Godrej Industries Ltd,Materials,Midcap,Low Risk,good,https://www.tickertape.in/stocks/godrej-industries-GODI?checklist=basic
GODREJPROP,Godrej Properties Ltd,Real Estate,Midcap,Moderate Risk,bad,https://www.tickertape.in/stocks/godrej-properties-GODR?checklist=basic
GBFL,Goenka Business & Finance Ltd,Financials,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/goenka-business-and-finance-GBF?checklist=basic
GOENKA,Goenka Diamond And Jewels Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/goenka-diamond-and-jewels-GOEN?checklist=basic
GOGIACAP,Gogia Capital Services Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gogia-capital-services-GOG?checklist=basic
GOKAKTEX,Gokak Textiles Ltd,N/A,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gokak-textiles-GOKA?checklist=basic
GOKEX,Gokaldas Exports Ltd,Consumer Discretionary,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/gokaldas-exports-GOKL?checklist=basic
GOKULAGRO,Gokul Agro Resources Ltd,Consumer Staples,Smallcap,High Risk,bad,https://www.tickertape.in/stocks/gokul-agro-resources-GOKG?checklist=basic
GOKUL,Gokul Refoils and Solvent Ltd,Consumer Staples,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/gokul-refoils-and-solvent-GOKU?checklist=basic
GOKULSOL,Gokul Solutions Ltd,Unknown,nocap,High Risk,bad,https://www.tickertape.in/stocks/gokul-solutions-GOK?checklist=basic
GOLDLINE,Gold Line International Finvest Ltd,Financials,Smallcap,Moderate Risk,bad,https://www.tickertape.in/stocks/goldline-international-finvest-GOLDL?checklist=basic
ZGOLDINV,Gold Rock Investments Ltd,Financials,Smallcap,Low Risk,bad,https://www.tickertape.in/stocks/gold-rock-investments-ZGO?checklist=basic
